Оператор	Область	Код DEF
"ОАО ""Мегафон"" Кавказский филиал"	Сочи Краснодарский край	928
"ОАО ""Мегафон"" Кавказский филиал"	Сочи Краснодарский край	929
"ОАО ""Мегафон"" Кавказский филиал"	Сочи Краснодарский край	938
"ОАО ""Мобильные ТелеСистемы"""	Сочи Краснодарский край	918
"ОАО ""Мобильные ТелеСистемы"""	Сочи Краснодарский край	988
"ОАО ""Мобильные ТелеСистемы"""	Сочи Краснодарский край	989
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	903
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	905
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	906
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	909
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	961
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	962
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	963
"ОАО ""Вымпел-Коммуникации"""	Ставрополь Ставропольский край	968
"ОАО ""Мегафон"" Кавказский филиал"	Ставрополь Ставропольский край	928
"ОАО ""Мегафон"" Кавказский филиал"	Ставрополь Ставропольский край	929
"ОАО ""Мегафон"" Кавказский филиал"	Ставрополь Ставропольский край	938
"ОАО ""Мобильные ТелеСистемы"""	Ставрополь Ставропольский край	918
"ОАО ""Мобильные ТелеСистемы"""	Ставрополь Ставропольский край	919
"ОАО ""Мобильные ТелеСистемы"""	Ставрополь Ставропольский край	988
"ОАО ""Мобильные ТелеСистемы"""	Ставрополь Ставропольский край	989
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Сургут Ханты-Мансийский АО	902
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Сургут Ханты-Мансийский АО	904
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Сургут Ханты-Мансийский АО	908
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Сургут Ханты-Мансийский АО	950
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Сургут Ханты-Мансийский АО	951
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	905
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	906
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	909
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	963
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	964
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	967
"ОАО ""Вымпел-Коммуникации"""	Сургут Ханты-Мансийский АО	968
"ОАО ""Мегафон"" 3G_Уральский филиал"	Сургут Ханты-Мансийский АО	932
